item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
쌀,20kg(20kg),상품,20kg,당일 (03/25),"50,078",111,04,1일전 (03/24),-,1주일전 (03/18),"53,078",2주일전 (03/11),"54,744",1개월전,"42,128",1년전,"50,929",일평년,"52,321"
찹쌀,일반계(1kg),상품,1kg,당일 (03/25),"4,267",112,04,1일전 (03/24),-,1주일전 (03/18),"4,267",2주일전 (03/11),"4,056",1개월전,"3,712",1년전,"3,655",일평년,"4,654"
콩,흰 콩(국산)(500g),상품,500g,당일 (03/25),"5,313",141,04,1일전 (03/24),-,1주일전 (03/18),"5,439",2주일전 (03/11),"5,439",1개월전,"5,085",1년전,"5,528",일평년,"5,261"
팥,붉은 팥(국산)(500g),상품,500g,당일 (03/25),"9,514",142,04,1일전 (03/24),-,1주일전 (03/18),"8,859",2주일전 (03/11),"9,247",1개월전,"8,349",1년전,"7,897",일평년,"8,355"
녹두,국산(500g),상품,500g,당일 (03/25),"12,723",143,04,1일전 (03/24),-,1주일전 (03/18),"12,723",2주일전 (03/11),"13,210",1개월전,"11,509",1년전,"10,425",일평년,"9,343"
고구마,밤(1kg),상품,1kg,당일 (03/25),"5,241",151,04,1일전 (03/24),-,1주일전 (03/18),"5,154",2주일전 (03/11),"5,416",1개월전,"5,413",1년전,"5,357",일평년,"5,231"
감자,수미(노지)(100g),상품,100g,당일 (03/25),434,152,04,1일전 (03/24),-,1주일전 (03/18),434,2주일전 (03/11),441,1개월전,382,1년전,653,일평년,489
메밀,메밀(수입)(1kg),중품,1kg,당일 (03/25),"2,950",144,05,1일전 (03/24),-,1주일전 (03/18),"2,950",2주일전 (03/11),"2,950",1개월전,"3,933",1년전,"4,600",일평년,"3,643"
양배추,양배추(1포기),상품,1포기,당일 (03/25),"3,808",212,04,1일전 (03/24),-,1주일전 (03/18),"3,808",2주일전 (03/11),"3,782",1개월전,"3,684",1년전,"3,767",일평년,"3,669"
시금치,시금치(100g),상품,100g,당일 (03/25),679,213,04,1일전 (03/24),-,1주일전 (03/18),739,2주일전 (03/11),853,1개월전,"1,051",1년전,732,일평년,584
상추,적(100g),상품,100g,당일 (03/25),894,214,04,1일전 (03/24),-,1주일전 (03/18),930,2주일전 (03/11),"1,258",1개월전,"1,053",1년전,"1,033",일평년,786
적상추,적(100g),상품,100g,당일 (03/25),894,214,04,1일전 (03/24),-,1주일전 (03/18),930,2주일전 (03/11),"1,258",1개월전,"1,053",1년전,"1,033",일평년,786
청상추,청(100g),상품,100g,당일 (03/25),910,214,04,1일전 (03/24),-,1주일전 (03/18),"1,115",2주일전 (03/11),"1,280",1개월전,"1,131",1년전,"1,001",일평년,861
얼갈이배추,얼갈이배추(1kg),상품,1kg,당일 (03/25),"3,966",215,04,1일전 (03/24),-,1주일전 (03/18),"3,876",2주일전 (03/11),"3,600",1개월전,"3,867",1년전,"3,434",일평년,"2,710"
수박,수박(1개),상품,1개,당일 (03/25),"32,350",221,04,1일전 (03/24),-,1주일전 (03/18),"27,945",2주일전 (03/11),"33,445",1개월전,"31,701",1년전,-,일평년,"24,291"
오이,가시계통(10개),상품,10개,당일 (03/25),"23,280",223,04,1일전 (03/24),-,1주일전 (03/18),"26,615",2주일전 (03/11),"29,945",1개월전,"21,319",1년전,"15,537",일평년,"11,682"
가시오이,가시계통(10개),상품,10개,당일 (03/25),"23,280",223,04,1일전 (03/24),-,1주일전 (03/18),"26,615",2주일전 (03/11),"29,945",1개월전,"21,319",1년전,"15,537",일평년,"11,682"
다다기오이,다다기계통(10개),상품,10개,당일 (03/25),"9,902",223,04,1일전 (03/24),-,1주일전 (03/18),"9,897",2주일전 (03/11),"14,471",1개월전,"14,807",1년전,"10,557",일평년,"9,234"
취청오이,취청(10개),상품,10개,당일 (03/25),"18,227",223,04,1일전 (03/24),-,1주일전 (03/18),"15,633",2주일전 (03/11),"20,947",1개월전,"18,802",1년전,"14,374",일평년,"11,856"
애호박,애호박(1개),상품,1개,당일 (03/25),"1,981",224,04,1일전 (03/24),-,1주일전 (03/18),"2,334",2주일전 (03/11),"2,858",1개월전,"2,615",1년전,"2,054",일평년,"1,818"
쥬키니,쥬키니(1개),상품,1개,당일 (03/25),"3,653",224,04,1일전 (03/24),-,1주일전 (03/18),"4,257",2주일전 (03/11),"4,987",1개월전,"2,478",1년전,"2,307",일평년,"1,892"
토마토,토마토(1kg),상품,1kg,당일 (03/25),"7,548",225,04,1일전 (03/24),-,1주일전 (03/18),"7,698",2주일전 (03/11),"8,389",1개월전,"8,814",1년전,"6,712",일평년,"5,702"
무,월동(1개),상품,1개,당일 (03/25),"1,716",231,04,1일전 (03/24),-,1주일전 (03/18),"1,741",2주일전 (03/11),"1,839",1개월전,"1,797",1년전,"1,914",일평년,"1,571"
당근,무세척(1kg),상품,1kg,당일 (03/25),"3,790",232,04,1일전 (03/24),-,1주일전 (03/18),"4,444",2주일전 (03/11),"4,437",1개월전,"4,015",1년전,"4,786",일평년,"3,455"
열무,열무(1kg),상품,1kg,당일 (03/25),"3,772",233,04,1일전 (03/24),-,1주일전 (03/18),"3,627",2주일전 (03/11),"3,567",1개월전,"3,434",1년전,"3,394",일평년,"2,861"
건고추,화건(600g),상품,600g,당일 (03/25),"21,650",241,04,1일전 (03/24),-,1주일전 (03/18),"20,950",2주일전 (03/11),"20,950",1개월전,"18,454",1년전,"16,385",일평년,"15,671"
풋고추,풋고추(녹광 등)(100g),상품,100g,당일 (03/25),"2,572",242,04,1일전 (03/24),-,1주일전 (03/18),"2,340",2주일전 (03/11),"2,433",1개월전,"2,203",1년전,"1,778",일평년,"1,452"
고추,풋고추(녹광 등)(100g),상품,100g,당일 (03/25),"2,572",242,04,1일전 (03/24),-,1주일전 (03/18),"2,340",2주일전 (03/11),"2,433",1개월전,"2,203",1년전,"1,778",일평년,"1,452"
꽈리고추,꽈리고추(100g),상품,100g,당일 (03/25),"2,259",242,04,1일전 (03/24),-,1주일전 (03/18),"2,193",2주일전 (03/11),"2,399",1개월전,"1,938",1년전,"1,537",일평년,"1,371"
청양고추,청양고추(100g),상품,100g,당일 (03/25),"2,229",242,04,1일전 (03/24),-,1주일전 (03/18),"2,001",2주일전 (03/11),"2,503",1개월전,"2,389",1년전,"1,541",일평년,"1,204"
오이고추,오이맛고추(100g),상품,100g,당일 (03/25),"2,131",242,04,1일전 (03/24),-,1주일전 (03/18),"1,723",2주일전 (03/11),"2,057",1개월전,"1,954",1년전,"1,187",일평년,"1,187"
붉은고추,붉은고추(100g),상품,100g,당일 (03/25),"2,988",243,04,1일전 (03/24),-,1주일전 (03/18),"2,856",2주일전 (03/11),"3,138",1개월전,"2,044",1년전,"3,118",일평년,"2,293"
양파,양파(1kg),상품,1kg,당일 (03/25),"2,801",245,04,1일전 (03/24),-,1주일전 (03/18),"2,483",2주일전 (03/11),"2,361",1개월전,"2,379",1년전,"2,915",일평년,"2,397"
대파,대파(1kg),상품,1kg,당일 (03/25),"2,315",246,04,1일전 (03/24),-,1주일전 (03/18),"3,136",2주일전 (03/11),"3,902",1개월전,"4,372",1년전,"3,475",일평년,"2,821"
쪽파,쪽파(1kg),상품,1kg,당일 (03/25),"9,168",246,04,1일전 (03/24),-,1주일전 (03/18),"8,848",2주일전 (03/11),"8,458",1개월전,"9,506",1년전,"5,021",일평년,"4,861"
생강,국산(1kg),상품,1kg,당일 (03/25),"17,163",247,04,1일전 (03/24),-,1주일전 (03/18),"16,643",2주일전 (03/11),"16,476",1개월전,"15,709",1년전,"13,894",일평년,"12,705"
고춧가루,국산(1kg),상품,1kg,당일 (03/25),"35,262",248,04,1일전 (03/24),-,1주일전 (03/18),"35,740",2주일전 (03/11),"37,397",1개월전,"36,486",1년전,"33,898",일평년,"32,156"
미나리,미나리(100g),상품,100g,당일 (03/25),"1,861",252,04,1일전 (03/24),-,1주일전 (03/18),"1,847",2주일전 (03/11),"1,736",1개월전,"1,815",1년전,"1,493",일평년,731
깻잎,깻잎(100g),상품,100g,당일 (03/25),"2,162",253,04,1일전 (03/24),-,1주일전 (03/18),"2,419",2주일전 (03/11),"3,347",1개월전,"2,782",1년전,"2,414",일평년,"2,052"
피망,청(100g),상품,100g,당일 (03/25),"1,727",255,04,1일전 (03/24),-,1주일전 (03/18),"1,885",2주일전 (03/11),"2,143",1개월전,"1,914",1년전,"1,518",일평년,"1,359"
파프리카,파프리카(200g),상품,200g,당일 (03/25),"1,817",256,04,1일전 (03/24),-,1주일전 (03/18),"2,042",2주일전 (03/11),"2,480",1개월전,"2,598",1년전,"2,126",일평년,"1,842"
멜론,멜론(1개),상품,1개,당일 (03/25),"19,927",257,04,1일전 (03/24),-,1주일전 (03/18),"22,927",2주일전 (03/11),"21,895",1개월전,"19,279",1년전,"17,281",일평년,"13,367"
알배기배추,알배기배추(1포기),상품,1포기,당일 (03/25),"3,960",279,04,1일전 (03/24),-,1주일전 (03/18),"3,844",2주일전 (03/11),"3,363",1개월전,"3,105",1년전,-,일평년,-
브로콜리,브로콜리(국산)(1개),상품,1개,당일 (03/25),"3,163",280,04,1일전 (03/24),-,1주일전 (03/18),"2,910",2주일전 (03/11),"2,701",1개월전,"2,166",1년전,-,일평년,-
방울토마토,방울토마토(1kg),상품,1kg,당일 (03/25),"14,320",422,04,1일전 (03/24),-,1주일전 (03/18),"16,625",2주일전 (03/11),"16,080",1개월전,"14,023",1년전,"11,173",일평년,"8,704"
대추방울토마토,대추방울토마토(1kg),상품,1kg,당일 (03/25),"13,372",422,04,1일전 (03/24),-,1주일전 (03/18),"14,800",2주일전 (03/11),"13,157",1개월전,"11,496",1년전,"10,238",일평년,"8,838"
참외,참외(10kg),상품,10kg,당일 (03/25),"94,000",222,04,1일전 (03/24),-,1주일전 (03/18),"89,000",2주일전 (03/11),-,1개월전,-,1년전,"87,913",일평년,"80,083"
마늘,난지(대서)(10kg),상품,10kg,당일 (03/25),"44,000",244,04,1일전 (03/24),-,1주일전 (03/18),"44,000",2주일전 (03/11),"44,000",1개월전,"44,180",1년전,"65,220",일평년,"61,017"
참깨,백색(국산)(500g),상품,500g,당일 (03/25),"18,547",312,04,1일전 (03/24),-,1주일전 (03/18),"18,547",2주일전 (03/11),"18,490",1개월전,"16,702",1년전,"16,067",일평년,"15,931"
땅콩,국산(100g),상품,100g,당일 (03/25),"3,567",314,04,1일전 (03/24),-,1주일전 (03/18),"3,567",2주일전 (03/11),"3,489",1개월전,"3,320",1년전,"2,882",일평년,"2,669"
