item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
쌀,20kg(20kg),상품,20kg,당일 (05/31),"53,978",111,04,1일전 (05/30),"53,978",1주일전 (05/24),"53,756",2주일전 (05/17),"53,644",1개월전,"40,251",1년전,"51,505",일평년,"52,011"
찹쌀,일반계(1kg),상품,1kg,당일 (05/31),"4,032",112,04,1일전 (05/30),"3,957",1주일전 (05/24),"3,958",2주일전 (05/17),"4,093",1개월전,"3,747",1년전,"3,628",일평년,"4,485"
콩,흰 콩(국산)(500g),상품,500g,당일 (05/31),"5,324",141,04,1일전 (05/30),"5,324",1주일전 (05/24),"5,324",2주일전 (05/17),"5,316",1개월전,"5,366",1년전,"5,293",일평년,"5,229"
팥,붉은 팥(국산)(500g),상품,500g,당일 (05/31),"9,922",142,04,1일전 (05/30),"9,876",1주일전 (05/24),"9,385",2주일전 (05/17),"9,566",1개월전,"8,843",1년전,"7,325",일평년,"8,292"
녹두,국산(500g),상품,500g,당일 (05/31),"12,904",143,04,1일전 (05/30),"12,904",1주일전 (05/24),"12,904",2주일전 (05/17),"12,704",1개월전,"11,925",1년전,"9,836",일평년,"9,214"
고구마,밤(1kg),상품,1kg,당일 (05/31),"5,464",151,04,1일전 (05/30),"5,568",1주일전 (05/24),"6,026",2주일전 (05/17),"5,863",1개월전,"5,461",1년전,"5,556",일평년,"5,830"
감자,수미(노지)(100g),상품,100g,당일 (05/31),500,152,04,1일전 (05/30),500,1주일전 (05/24),550,2주일전 (05/17),305,1개월전,386,1년전,623,일평년,469
메밀,메밀(수입)(1kg),중품,1kg,당일 (05/31),"3,000",144,05,1일전 (05/30),"3,000",1주일전 (05/24),"3,000",2주일전 (05/17),"3,000",1개월전,"3,627",1년전,"4,550",일평년,"3,632"
양배추,양배추(1포기),상품,1포기,당일 (05/31),"6,184",212,04,1일전 (05/30),"6,530",1주일전 (05/24),"5,956",2주일전 (05/17),"5,530",1개월전,"5,983",1년전,"4,711",일평년,"4,110"
시금치,시금치(100g),상품,100g,당일 (05/31),738,213,04,1일전 (05/30),766,1주일전 (05/24),693,2주일전 (05/17),646,1개월전,674,1년전,755,일평년,651
상추,적(100g),상품,100g,당일 (05/31),874,214,04,1일전 (05/30),863,1주일전 (05/24),864,2주일전 (05/17),741,1개월전,895,1년전,992,일평년,832
적상추,적(100g),상품,100g,당일 (05/31),874,214,04,1일전 (05/30),863,1주일전 (05/24),864,2주일전 (05/17),741,1개월전,895,1년전,992,일평년,832
청상추,청(100g),상품,100g,당일 (05/31),911,214,04,1일전 (05/30),943,1주일전 (05/24),992,2주일전 (05/17),902,1개월전,"1,032",1년전,"1,016",일평년,882
얼갈이배추,얼갈이배추(1kg),상품,1kg,당일 (05/31),"2,472",215,04,1일전 (05/30),"2,328",1주일전 (05/24),"2,631",2주일전 (05/17),"2,643",1개월전,"2,893",1년전,"2,645",일평년,"2,133"
수박,수박(1개),상품,1개,당일 (05/31),"22,863",221,04,1일전 (05/30),"23,514",1주일전 (05/24),"24,538",2주일전 (05/17),"22,617",1개월전,"28,540",1년전,"22,170",일평년,"19,783"
참외,참외(10개),상품,10개,당일 (05/31),"19,444",222,04,1일전 (05/30),"20,200",1주일전 (05/24),"19,389",2주일전 (05/17),"19,400",1개월전,"31,005",1년전,"21,090",일평년,"18,697"
오이,가시계통(10개),상품,10개,당일 (05/31),"10,765",223,04,1일전 (05/30),"10,765",1주일전 (05/24),"11,600",2주일전 (05/17),"11,615",1개월전,"11,525",1년전,"9,898",일평년,"7,649"
가시오이,가시계통(10개),상품,10개,당일 (05/31),"10,765",223,04,1일전 (05/30),"10,765",1주일전 (05/24),"11,600",2주일전 (05/17),"11,615",1개월전,"11,525",1년전,"9,898",일평년,"7,649"
다다기오이,다다기계통(10개),상품,10개,당일 (05/31),"6,283",223,04,1일전 (05/30),"6,872",1주일전 (05/24),"6,874",2주일전 (05/17),"6,584",1개월전,"7,442",1년전,"7,560",일평년,"6,090"
취청오이,취청(10개),상품,10개,당일 (05/31),"10,030",223,04,1일전 (05/30),"8,985",1주일전 (05/24),"10,585",2주일전 (05/17),"11,751",1개월전,"13,700",1년전,"11,602",일평년,"7,995"
애호박,애호박(1개),상품,1개,당일 (05/31),"1,169",224,04,1일전 (05/30),"1,166",1주일전 (05/24),"1,199",2주일전 (05/17),"1,396",1개월전,"1,367",1년전,"1,533",일평년,"1,276"
쥬키니,쥬키니(1개),상품,1개,당일 (05/31),"1,253",224,04,1일전 (05/30),"1,253",1주일전 (05/24),"1,407",2주일전 (05/17),"1,530",1개월전,"1,781",1년전,"1,642",일평년,"1,354"
토마토,토마토(1kg),상품,1kg,당일 (05/31),"4,657",225,04,1일전 (05/30),"5,114",1주일전 (05/24),"5,580",2주일전 (05/17),"5,301",1개월전,"6,461",1년전,"4,511",일평년,"4,048"
무,봄(1개),상품,1개,당일 (05/31),"2,196",231,04,1일전 (05/30),"2,162",1주일전 (05/24),"2,050",2주일전 (05/17),"1,980",1개월전,"1,918",1년전,"2,279",일평년,"1,723"
당근,무세척(1kg),상품,1kg,당일 (05/31),"4,911",232,04,1일전 (05/30),"4,883",1주일전 (05/24),"4,921",2주일전 (05/17),"4,323",1개월전,"5,487",1년전,"4,328",일평년,"3,627"
열무,열무(1kg),상품,1kg,당일 (05/31),"2,319",233,04,1일전 (05/30),"2,656",1주일전 (05/24),"2,889",2주일전 (05/17),"2,896",1개월전,"3,031",1년전,"2,644",일평년,"2,240"
건고추,화건(600g),상품,600g,당일 (05/31),"21,300",241,04,1일전 (05/30),"21,300",1주일전 (05/24),"21,300",2주일전 (05/17),"21,300",1개월전,"18,715",1년전,"15,929",일평년,"15,339"
풋고추,풋고추(녹광 등)(100g),상품,100g,당일 (05/31),"1,297",242,04,1일전 (05/30),"1,293",1주일전 (05/24),"1,399",2주일전 (05/17),"1,357",1개월전,"1,745",1년전,"1,641",일평년,"1,163"
고추,풋고추(녹광 등)(100g),상품,100g,당일 (05/31),"1,297",242,04,1일전 (05/30),"1,293",1주일전 (05/24),"1,399",2주일전 (05/17),"1,357",1개월전,"1,745",1년전,"1,641",일평년,"1,163"
꽈리고추,꽈리고추(100g),상품,100g,당일 (05/31),"1,493",242,04,1일전 (05/30),"1,501",1주일전 (05/24),"1,619",2주일전 (05/17),"1,469",1개월전,"1,629",1년전,"1,612",일평년,"1,155"
청양고추,청양고추(100g),상품,100g,당일 (05/31),"1,145",242,04,1일전 (05/30),"1,163",1주일전 (05/24),"1,068",2주일전 (05/17),"1,083",1개월전,"1,173",1년전,"1,124",일평년,918
오이고추,오이맛고추(100g),상품,100g,당일 (05/31),"1,142",242,04,1일전 (05/30),"1,142",1주일전 (05/24),"1,112",2주일전 (05/17),"1,067",1개월전,"1,258",1년전,"1,168",일평년,"1,034"
붉은고추,붉은고추(100g),상품,100g,당일 (05/31),"2,858",243,04,1일전 (05/30),"2,725",1주일전 (05/24),"2,300",2주일전 (05/17),"2,314",1개월전,"3,385",1년전,"2,184",일평년,"1,595"
양파,양파(1kg),상품,1kg,당일 (05/31),"2,229",245,04,1일전 (05/30),"2,141",1주일전 (05/24),"2,046",2주일전 (05/17),"2,334",1개월전,"2,618",1년전,"2,253",일평년,"2,009"
대파,대파(1kg),상품,1kg,당일 (05/31),"2,785",246,04,1일전 (05/30),"3,046",1주일전 (05/24),"3,031",2주일전 (05/17),"2,907",1개월전,"2,221",1년전,"3,225",일평년,"2,835"
쪽파,쪽파(1kg),상품,1kg,당일 (05/31),"9,168",246,04,1일전 (05/30),"9,168",1주일전 (05/24),"9,135",2주일전 (05/17),"8,568",1개월전,"8,021",1년전,"7,994",일평년,"6,163"
생강,국산(1kg),상품,1kg,당일 (05/31),"16,400",247,04,1일전 (05/30),"16,813",1주일전 (05/24),"16,825",2주일전 (05/17),"16,825",1개월전,"16,142",1년전,"15,669",일평년,"13,677"
고춧가루,국산(1kg),상품,1kg,당일 (05/31),"35,911",248,04,1일전 (05/30),"35,911",1주일전 (05/24),"35,544",2주일전 (05/17),"36,600",1개월전,"33,994",1년전,"34,367",일평년,"31,734"
미나리,미나리(100g),상품,100g,당일 (05/31),"1,548",252,04,1일전 (05/30),"1,587",1주일전 (05/24),"1,596",2주일전 (05/17),"1,540",1개월전,"1,292",1년전,"1,182",일평년,551
