item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
소_안심,안심,1++등급,100g,당일 (01/21),"14,386",4301,01,1일전 (01/20),"14,479",1주일전 (01/14),"14,417",2주일전 (01/07),"14,392",1개월전,"14,827",1년전,"15,437",일평년,"15,765"
소_등심,등심,1++등급,100g,당일 (01/21),"12,959",4301,01,1일전 (01/20),"12,966",1주일전 (01/14),"12,855",2주일전 (01/07),"12,725",1개월전,"12,880",1년전,"13,134",일평년,"13,638"
설도,설도,1++등급,100g,당일 (01/21),"4,453",4301,01,1일전 (01/20),"4,453",1주일전 (01/14),"4,418",2주일전 (01/07),"4,384",1개월전,"4,369",1년전,"4,534",일평년,"4,501"
소_양지,양지,1++등급,100g,당일 (01/21),"5,594",4301,01,1일전 (01/20),"5,594",1주일전 (01/14),"5,502",2주일전 (01/07),"5,453",1개월전,"5,508",1년전,"6,659",일평년,"6,864"
소_갈비,갈비,1++등급,100g,당일 (01/21),"9,154",4301,01,1일전 (01/20),"9,291",1주일전 (01/14),"9,396",2주일전 (01/07),"9,442",1개월전,"11,879",1년전,"8,467",일평년,"8,400"
돼지_앞다리살,앞다리,앞다리,100g,당일 (01/21),"1,418",4304,00,1일전 (01/20),"1,417",1주일전 (01/14),"1,417",2주일전 (01/07),"1,410",1개월전,"1,413",1년전,"1,329",일평년,"1,351"
돼지_삼겹살,삼겹살,삼겹살,100g,당일 (01/21),"2,254",4304,00,1일전 (01/20),"2,254",1주일전 (01/14),"2,374",2주일전 (01/07),"2,374",1개월전,"2,501",1년전,"2,399",일평년,"2,185"
돼지_갈비,갈비,갈비,100g,당일 (01/21),"1,401",4304,00,1일전 (01/20),"1,399",1주일전 (01/14),"1,396",2주일전 (01/07),"1,375",1개월전,"1,381",1년전,"1,400",일평년,"1,438"
돼지_목심,목심,목심,100g,당일 (01/21),"2,060",4304,00,1일전 (01/20),"2,060",1주일전 (01/14),"2,191",2주일전 (01/07),"2,194",1개월전,"2,231",1년전,"2,139",일평년,"2,256"
닭,육계(kg),육계(kg),1kg,당일 (01/21),"5,573",9901,00,1일전 (01/20),"5,573",1주일전 (01/14),"5,679",2주일전 (01/07),"5,775",1개월전,"5,722",1년전,"6,004",일평년,"5,559"
계란,특란10구,일반란,10구,당일 (01/21),"3,488",9903,71,1일전 (01/20),"3,488",1주일전 (01/14),"3,354",2주일전 (01/07),"3,381",1개월전,"3,342",1년전,"3,625",일평년,"3,968"
우유,흰우유,흰우유,1L,당일 (01/21),"3,079",9908,00,1일전 (01/20),"3,079",1주일전 (01/14),"3,051",2주일전 (01/07),"3,049",1개월전,"3,049",1년전,"2,793",일평년,"2,537"
