item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
소_안심,안심,1++등급,100g,당일 (06/09),"13,692",4301,01,1일전 (06/08),"13,826",1주일전 (06/02),"13,677",2주일전 (05/26),"13,606",1개월전,"14,307",1년전,"14,492",일평년,"14,426"
소_등심,등심,1++등급,100g,당일 (06/09),"12,021",4301,01,1일전 (06/08),"12,089",1주일전 (06/02),"12,170",2주일전 (05/26),"12,235",1개월전,"12,571",1년전,"14,791",일평년,"13,076"
설도,설도,1++등급,100g,당일 (06/09),"4,010",4301,01,1일전 (06/08),"4,115",1주일전 (06/02),"4,151",2주일전 (05/26),"4,077",1개월전,"4,354",1년전,"4,918",일평년,"4,834"
소_양지,양지,1++등급,100g,당일 (06/09),"5,317",4301,01,1일전 (06/08),"5,312",1주일전 (06/02),"5,382",2주일전 (05/26),"5,436",1개월전,"5,444",1년전,"6,165",일평년,"6,527"
소_갈비,갈비,1++등급,100g,당일 (06/09),"9,426",4301,01,1일전 (06/08),"9,857",1주일전 (06/02),"9,751",2주일전 (05/26),"9,268",1개월전,"9,486",1년전,"8,685",일평년,"8,205"
돼지_앞다리살,앞다리,앞다리,100g,당일 (06/09),"1,355",4304,00,1일전 (06/08),"1,350",1주일전 (06/02),"1,333",2주일전 (05/26),"1,398",1개월전,"1,357",1년전,"1,392",일평년,"1,457"
돼지_삼겹살,삼겹살,삼겹살,100g,당일 (06/09),"2,511",4304,00,1일전 (06/08),"2,504",1주일전 (06/02),"2,538",2주일전 (05/26),"2,398",1개월전,"2,393",1년전,"2,649",일평년,"2,648"
돼지_갈비,갈비,갈비,100g,당일 (06/09),"1,320",4304,00,1일전 (06/08),"1,319",1주일전 (06/02),"1,299",2주일전 (05/26),"1,386",1개월전,"1,364",1년전,"1,392",일평년,"1,483"
돼지_목심,목심,목심,100g,당일 (06/09),"2,340",4304,00,1일전 (06/08),"2,336",1주일전 (06/02),"2,391",2주일전 (05/26),"2,275",1개월전,"2,215",1년전,"2,461",일평년,"2,611"
닭,육계(kg),육계(kg),1kg,당일 (06/09),"5,860",9901,00,1일전 (06/08),"5,815",1주일전 (06/02),"5,671",2주일전 (05/26),"5,772",1개월전,"5,810",1년전,"6,547",일평년,"5,688"
계란,특란10구,일반란,10구,당일 (06/09),"3,293",9903,71,1일전 (06/08),"3,303",1주일전 (06/02),"3,329",2주일전 (05/26),"3,327",1개월전,"3,429",1년전,"3,444",일평년,"3,636"
우유,흰우유,흰우유,1L,당일 (06/09),"3,036",9908,00,1일전 (06/08),"3,038",1주일전 (06/02),"3,044",2주일전 (05/26),"3,055",1개월전,"3,055",1년전,"2,931",일평년,"2,834"
