item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
소_안심,안심,1++등급,100g,당일 (03/03),"14,184",4301,01,1일전 (03/02),"14,195",1주일전 (02/25),"14,157",2주일전 (02/18),"14,215",1개월전,"14,276",1년전,"14,871",일평년,"15,675"
소_등심,등심,1++등급,100g,당일 (03/03),"12,949",4301,01,1일전 (03/02),"12,948",1주일전 (02/25),"13,065",2주일전 (02/18),"13,018",1개월전,"13,006",1년전,"13,057",일평년,"13,936"
설도,설도,1++등급,100g,당일 (03/03),"4,417",4301,01,1일전 (03/02),"4,413",1주일전 (02/25),"4,424",2주일전 (02/18),"4,439",1개월전,"4,465",1년전,"4,466",일평년,"4,843"
소_양지,양지,1++등급,100g,당일 (03/03),"5,770",4301,01,1일전 (03/02),"5,763",1주일전 (02/25),"5,750",2주일전 (02/18),"5,703",1개월전,"5,683",1년전,"6,653",일평년,"6,763"
소_갈비,갈비,1++등급,100g,당일 (03/03),"8,925",4301,01,1일전 (03/02),"8,862",1주일전 (02/25),"8,873",2주일전 (02/18),"8,996",1개월전,"8,965",1년전,"8,670",일평년,"8,630"
돼지_앞다리살,앞다리,앞다리,100g,당일 (03/03),"1,359",4304,00,1일전 (03/02),"1,361",1주일전 (02/25),"1,343",2주일전 (02/18),"1,379",1개월전,"1,389",1년전,"1,277",일평년,"1,255"
돼지_삼겹살,삼겹살,삼겹살,100g,당일 (03/03),"2,078",4304,00,1일전 (03/02),"2,213",1주일전 (02/25),"2,373",2주일전 (02/18),"2,281",1개월전,"2,315",1년전,"2,014",일평년,"1,966"
돼지_갈비,갈비,갈비,100g,당일 (03/03),"1,386",4304,00,1일전 (03/02),"1,387",1주일전 (02/25),"1,358",2주일전 (02/18),"1,385",1개월전,"1,393",1년전,"1,336",일평년,"1,302"
돼지_목심,목심,목심,100g,당일 (03/03),"1,933",4304,00,1일전 (03/02),"2,070",1주일전 (02/25),"2,120",2주일전 (02/18),"2,099",1개월전,"2,131",1년전,"1,826",일평년,"2,221"
닭,육계(kg),육계(kg),1kg,당일 (03/03),"5,778",9901,00,1일전 (03/02),"5,741",1주일전 (02/25),"5,786",2주일전 (02/18),"5,787",1개월전,"5,615",1년전,"5,924",일평년,"5,594"
계란,특란10구,일반란,10구,당일 (03/03),"3,431",9903,71,1일전 (03/02),"3,431",1주일전 (02/25),"3,481",2주일전 (02/18),"3,481",1개월전,"3,471",1년전,"3,806",일평년,"3,806"
우유,흰우유,흰우유,1L,당일 (03/03),"3,080",9908,00,1일전 (03/02),"3,082",1주일전 (02/25),"3,080",2주일전 (02/18),"3,082",1개월전,"3,077",1년전,"2,879",일평년,"2,881"
