index,종류별,상황별,재료별,방법별,글 제목,레시피이름,레시피이미지,조회수,조리시간,난이도,인분,재료,소개글,조리순서
14818,밑반찬,술안주,소고기,회,육회(자취생버전),육회,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/2aa2c9ba37feb587de12874890e563971.jpg,"2,534",30분 이내,아무나,2인분,"[('꾸리살', ''), ('우둔살', ''), ('계란노른자', '1개'), ('진간장', '1.5T'), ('다진마늘', '0.5T'), ('참기름', '2T'), ('설탕', '1T'), ('소금', '톡톡'), ('후추', '톡톡')]",자취생의 저렴한 육회,"[{'step_number': 1, 'description': '길게 길게 썰어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/3fd844201c972245e01b9cecf65abbf51.jpg'}, {'step_number': 2, 'description': '키친타올 이용해서 핏기를 최대한 빼주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/13058d404bb9ae98610ba77b81f2ab6a1.jpg'}, {'step_number': 3, 'description': '다진마늘 0.5T', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/5f0ad4390c80af95bb9c4b08cd5560be1.jpg'}, {'step_number': 4, 'description': '참기름 2T', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/0dc17a9873c50b51c6991bd36c8f992b1.jpg'}, {'step_number': 5, 'description': '설탕 1T', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/9b81eaab23c4c2f0c5a4d04f6293e6a91.jpg'}, {'step_number': 6, 'description': '간장 1.5T', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/a41f49fd1d9c27922ce51b54f9f730501.jpg'}, {'step_number': 7, 'description': '소금 톡톡', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/2e7eeea959086b2cebaadc65fb7e91fd1.jpg'}, {'step_number': 8, 'description': '후추 톡톡톡', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/b145c2364b72c267f3fddb85c4cf64301.jpg'}, {'step_number': 9, 'description': '조물조물', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/de4f32bc2e10cad7f71d614f31f2829b1.jpg'}, {'step_number': 10, 'description': '사과와 배, 치즈를 세팅해주시고 그 위에 양념한 육회를 올려주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/f9ed9c41e57f7db3b21f5ac3709f975b1.jpg'}, {'step_number': 11, 'description': '육회 위에 계란노른자를 툭', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/95d10da5eb1e46ae68d752a31507464a1.jpg'}, {'step_number': 12, 'description': '계란노른자를 톡하고 터뜨려주시고 버물버물해주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/12/c18f0ce3179b8aaa53a9cf69fe7ad61b1.jpg'}]"
