index,종류별,상황별,재료별,방법별,글 제목,레시피이름,레시피이미지,조회수,조리시간,난이도,인분,재료,소개글,조리순서
54898,디저트,일상,쌀,삶기,쫀득쫀득 미타라시당고 만들기：みたらし団子,None,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/04/6c0e0c51e3390a0cec90531db506fdf81.jpg,"21,616",None,None,None,"[('찹쌀가루', '140g'), ('물', '130~150cc'), ('진간장', '2큰술'), ('미림', '2큰술'), ('설탕', '4큰술'), ('전분', '2큰술')]",,[]
