index,종류별,상황별,재료별,방법별,글 제목,레시피이름,레시피이미지,조회수,조리시간,난이도,인분,재료,소개글,조리순서
152105,양념/잼/소스,일상,쌀,삶기,물냉면 - 딸에게# / 시판냉면 육수 더 맛나게 만들기 / 냉면 삶는 방법,None,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/49ec40a99db8ab66f59fded1c6d469fc.jpg,"20,882",None,None,None,[],,[]
