index,종류별,상황별,재료별,방법별,글 제목,레시피이름,레시피이미지,조회수,조리시간,난이도,인분,재료,소개글,조리순서
154964,양식,일상,달걀/유제품,삶기,밥솥으로 맥반석계란,맥반석계란,https://recipe1.ezmember.co.kr/cache/recipe/2024/05/14/0bc293fa03311c3f4f06aa4370675d831.jpg,165,60분 이내,아무나,2인분,"[('계란', '')]",맥반석계란,"[{'step_number': 1, 'description': '밥솥에 천깐다', 'image_url': None}, {'step_number': 2, 'description': '찜기 올려놓고 계란도 올린다.', 'image_url': None}, {'step_number': 3, 'description': '밥솥에 만능찜 90분한다.', 'image_url': None}, {'step_number': 4, 'description': '끝', 'image_url': None}]"
